,Dataset,Category,HeadLines
1878,voa dataset,politics,پاکستان میں قید بھارتی فوجی کی رہائی کی کوششیں
1879,voa dataset,politics,پاکستان میں محرم کا آغاز سیکورٹی سخت، مجالس بھی شروع
1880,voa dataset,politics,پاکستان میں معاشی ترقی 8 سال کی بلند ترین سطح پر
1881,voa dataset,politics,پاکستان میں پانچ ہزار کے کرنسی نوٹ واپس لینے کی تجویز 
1882,voa dataset,politics,پاکستان میں کم عمری کی شادی
1883,voa dataset,politics,پاکستان نے بھارت میں اپنی تجارتی نمائش منسوخ کردی
1884,voa dataset,politics,پاکستان نے ’پیرس معاہدے‘ کی توثیق کر دی
1885,voa dataset,politics,پاکستان وکلا پر ایک ماہ سے بھی کم وقت میں دوسرا مہلک حملہ
1886,voa dataset,politics,پاکستان پر دہشت گردی کی سرپرستی کا بھارتی الزام ''بے سرو پا'' سرتاج عزیز
1887,voa dataset,politics,پاکستان کو دنیا میں تنہا کر دیں گے بھارتی وزیراعظم
1888,voa dataset,politics,پاکستان کی امن کی خواہش کو کمزوری نہ سمجھا جائے
1889,voa dataset,politics,پاکستان کی کابل میں حملے کی شدید مذمت
1890,voa dataset,politics,پاکستان کے تصفیہ طلب مسائل حل کرنے کو تیار ہوں، ٹرمپ
1891,voa dataset,politics,پاکستان یوم عاشور کے موقع پر سکیورٹی سخت
1892,voa dataset,politics,پاکستانی بحریہ کے جنگی بیڑے میں ایک نیا اضافہ
1893,voa dataset,politics,پاکستانی خاتون فٹبالر کا کارحادثے میں انتقال
1894,voa dataset,politics,پاکستانی سفیر کا عوامی سطح کے باہمی رابطوں کی ضرورت پر زور
1895,voa dataset,politics,پاکستانی فضائیہ کا طیارہ گر کر تباہ
1896,voa dataset,politics,پاکستانی فضائیہ کا طیارہ گر کر تباہ، پائلٹ ہلاک
1897,voa dataset,politics,پاکستانی ٹرکوں پر افغان ٹیکس میں اضافے کے خلاف ہڑتال
1898,voa dataset,politics,پاکستانی ٹی وی چینل بھارتی پروگرام بلا اجازت نشر نا کریں پیمرا
1899,voa dataset,politics,پاکستانی پارلیمان کے قانون سازوں کی تنخواہ میں اضافہ
1900,voa dataset,politics,پاکستانی کبوتر تحویل میں لینے کا بھارتی دعویٰ 
1901,voa dataset,politics,پاکستانی کشمیر جنگل کی آگ سے جنگلی حیات اور مقامی آبادی متاثر
1902,voa dataset,politics,پاکستانی کشمیر میں لائن آف کنٹرول کے قریب آباد خاندان ’خوفزدہ‘
1903,voa dataset,politics,پاکستانی کشمیر میں مقبول بٹ کی برسی پر مظاہرے
1904,voa dataset,politics,پرل ہاربر پر حملے کی معافی نہیں مانگیں گے، جاپان
1905,voa dataset,politics,پرواز ایم ایچ17 امریکہ کا مشترکہ ٹیم کی ابتدائی رپورٹ کا خیرمقدم
1906,voa dataset,politics,پشاور داعش کا تشہیری مواد تقسیم کرنے پر دو افراد گرفتار
1907,voa dataset,politics,پشاور سے جنگ میڈیا گروپ کا ایک عہدیدار اغوا
1908,voa dataset,politics,پشاور میں ’ایف سی‘ قافلے کے قریب بم دھماکا، آٹھ افراد زخمی
1909,voa dataset,politics,پولیس اکیڈمی پر حملے کے خلاف کو ئٹہ میں مکمل شٹر ڈاﺅن ہڑتال 
1910,voa dataset,politics,پولیس پر حملوں میں اضافے سے شہری خوف و ہراس کا شکار
1911,voa dataset,politics,پٹھان کوٹ حملے کی کوریج پر بھارتی ٹی وی کی نشریات پر پابندی
1912,voa dataset,politics,پی آئی اے طیارہ حادثہ، تمام 42مسافر اور عملے کے 5 افراد ہلاک
1913,voa dataset,politics,پی ٹی آئی منگل کو کراچی میں جلسہ کرے گی
1914,voa dataset,politics,پیرس ہوائی اڈے پر مشتبہ شخص فورسز کی فائرنگ سے ہلاک
1915,voa dataset,politics,چوروں نے نیو یارک کو بڑی تباہی سے بچالیا
1916,voa dataset,politics,چھ ماہ میں 86 ہزار سے زائد ’جعلی‘ شناختی کارڈز بلاک کیے وزیر داخلہ
1917,voa dataset,politics,چین سے مال بردار گاڑیاں بلوچستان پہنچ گئیں
1918,voa dataset,politics,چین میں تعمیراتی منصوبے پر حادثہ، 67 افراد ہلاک
1919,voa dataset,politics,چین میں گروپ 20 کانفرنس کا باقاعدہ آغاز
1920,voa dataset,politics,چین نے براہما پترا کے معاون دریا کا پانی روک دیا
1921,voa dataset,politics,چین کا ین بین الاقوامی ریزرو میں شامل  
1922,voa dataset,politics,چین کی طالبان وفد کو ’بات چیت کی دعوت‘
1923,voa dataset,politics,چین کی معیشت سست، ارب پتی چست 
1924,voa dataset,politics,چین کے تعاون سے چشمہ تھری جوہری بجلی گھر مکمل
1925,voa dataset,politics,ڈونلڈ ٹرمپ کا بیان خوش آئند ہے پاکستان
1926,voa dataset,politics,ڈونلڈ ٹرمپ، ٹائم میگزین کے ’ پرسن آف دی ایئر ‘ 
1927,voa dataset,politics,ڈھاکہ دہشت گردی کی راہ ترک کرنےوالوں کو انعام کی پیش کش 
1928,voa dataset,politics,ڈیموکریٹک اور ری پبلیکن، گدھا اور ہاتھی کیوں
1929,voa dataset,politics,کابل امدادی تنظیم پر حملے میں ملوث شدت پسند مارے گئے
1930,voa dataset,politics,کابل اور بلخ کے ''شرمناک'' دہشت گرد حملوں کی مذمت
1931,voa dataset,politics,کابل شیعہ زیارت گاہ پر حملہ، 14 افراد ہلاک
1932,voa dataset,politics,کابل ماتمی جلوس پر خودکش حملہ
1933,voa dataset,politics,کابل میں بم دھماکے، 24 افراد ہلاک
1934,voa dataset,politics,کابل کئی گھنٹوں کی کارروائی ختم، تمام حملہ آور مارے گئے
1935,voa dataset,politics,کارِ سرکار رواں رکھنے کے لیے درکار رقوم، سینیٹ میں بِل کی منظوری
1936,voa dataset,politics,کارٹر کی اردوان سے ملاقات، عراقی اقتدارِ اعلیٰ کا معاملہ زیر بحث
1937,voa dataset,politics,کارکن گرفتاریوں سے بچیں، توجہ دو نومبر کے احتجاج پر ہے عمران خان
1938,voa dataset,politics,کاسترو کے انتقال پر صدر اوباما اور ڈونلڈ ٹرمپ کے متضاد بیانات
1939,voa dataset,politics,کالعدم سپاہ صحابہ کے بانی کا بیٹا رکن صوبائی اسمبلی منتخب
1940,voa dataset,politics,کالے دھن کو سفید کرنے کا بل قومی اسمبلی سے منظور
1941,voa dataset,politics,کراچی 9 محرم کے جلوس کی تصویری جھلکیاں  
1942,voa dataset,politics,کراچی ، ایم کیو ایم کے مزید دفاتر مسمار
1943,voa dataset,politics,کراچی امام بارگاہ کے قریب دستی بم حملہ، ایک شخص ہلاک
1944,voa dataset,politics,کراچی سیاسی رہنما کے گھر پر فائرنگ، مصطفیٰ کمال کی گورنر پر تنقید
1945,voa dataset,politics,کراچی سیکورٹی انتظامات سخت،’ریڈ زون‘ میں ہیوی ٹریفک کا داخلہ ممنوع
1946,voa dataset,politics,کراچی میں 100 روزہ صفائی مہم 
1947,voa dataset,politics,کراچی میں 9 محرم کا جلوس پرامن طور پر اختتام پذیر
1948,voa dataset,politics,کراچی میں بلدیاتی نمائندوں کا نیا انداز
1949,voa dataset,politics,کراچی میں ضمنی انتخاب فوج کی نگرانی میں کرانے کا مطالبہ
1950,voa dataset,politics,کراچی میں عالمی اردو کانفرنس جاری، بھارتی ادیب نہیں آ  سکے
1951,voa dataset,politics,کراچی میں فائرنگ کے تین واقعات، 5 افراد ہلاک  
1952,voa dataset,politics,کراچی میں ہر روز900 گاڑیوں کا اضافہ ، سڑکیں تنگ ہوگئیں
1953,voa dataset,politics,کراچی پیپلر پارٹی 16 اکتوبر کو کارساز تک ریلی نکالے گی 
1954,voa dataset,politics,کراچی کوئلے کے ذخیرے سنگین مسئلہ بن گئے
1955,voa dataset,politics,کراچی کے ایک تاریخی پل کا ’آخری دیدار ‘
1956,voa dataset,politics,کراچی ہوٹل میں آتشزدگی، زخمیوں میں فیصل ایدھی بھی شامل
1957,voa dataset,politics,کراچی، آئل اسٹوریج ٹینک میں آگ لگنے سے 2 افراد ہلاک
1958,voa dataset,politics,کراچی، ایم کیو ایم کے مزید دفاتر مسمار
1959,voa dataset,politics,کرم تنگی ڈیم منصوبے کے خلاف قبائلیوں کا مظاہرہ
1960,voa dataset,politics,کشتی پر فضائی حملہ، 42 صومالی پناہ گزین ہلاک
1961,voa dataset,politics,کشمیر میں اُوڑی کا علاقہ عسکری اہمیت کا حامل
1962,voa dataset,politics,کشمیر میں بھارتی فوج کے ایک کیمپ پر حملہ
1963,voa dataset,politics,کشمیر پامپور میں چھپے 'باغیوں' کے خلاف کارروائی جاری
1964,voa dataset,politics,کشمیر کا تنازع ۔۔۔ اہم واقعات
1965,voa dataset,politics,کشمیری راہنما آسیہ اندرابی گرفتار
1966,voa dataset,politics,کشمیری راہنماؤں کی گلگت بلتستان کو پانچواں صوبہ بنانے  کی مخالفت
1967,voa dataset,politics,کشیدگی برقرار، پاکستانی فوج پر لائن آف کنٹرول پر فائرنگ کا الزام
1968,voa dataset,politics,کشیدگی میں کمی کے لیے ٹرمپ کی پیش کش خوش آئند ہے
1969,voa dataset,politics,کلنٹن اور ٹرمپ کے مابین آخری مباحثے کی تیاریاں مکمل
1970,voa dataset,politics,کلنٹن کو ٹرمپ پر پھر سے برتری حاصل عام جائزہ رپورٹس   
1971,voa dataset,politics,کلنٹن کی روس پر تنقید، تارکین وطن سے متعلق ٹرمپ کے موقف میں 'نرمی'
1972,voa dataset,politics,کمپیوٹر کوڈ چرانے کا الزام، ’این ایس اے‘ کانٹریکٹر گرفتار
1973,voa dataset,politics,کوئٹہ حملہ داعش نے نہیں بلکہ لشکر جھنگوی نے کیا بگٹی
1974,voa dataset,politics,کوئٹہ سکیورٹی فورسز کی کارروائی میں چار 'دہشت گرد' ہلاک
1975,voa dataset,politics,کوئٹہ میں بس پر  فائرنگ سے چار خواتین ہلاک 
1976,voa dataset,politics,کوئٹہ میں فائرنگ سے ایف سی کے تین اہلکار ہلاک
1977,voa dataset,politics,کوائف مکمل ہونے پر افغانستان سے قبائلیوں کی واپسی شروع ہو گی
1978,voa dataset,politics,کولمبیا حادثے کے شکار طیارے کا ’ایندھن ختم ہو گیا تھا‘
1979,voa dataset,politics,کولمبیا حکومت اور باغی دھڑے کے درمیان مذاکرات کا اعلان 
1980,voa dataset,politics,کویتی پارلیمان تحلیل
1981,voa dataset,politics,کیا جھنڈا جلانے سے امریکی شہریت ختم ہو سکتی ہے؟
